timestamp,sector,machine,shift,temperature,pressure,gas_co,gas_co2,oxygen,vibration,humidity,smoke_level,noise_level,motor_rpm,bearing_temperature,power_consumption,oil_level,workers_present,maintenance_status,risk_score,failure_probability,machine_failure,fire_risk,accident_risk,maintenance_due_days
2026-01-01 08:00:00,Compressor,Hydraulic Pump,C,46.72,7.61,42.68,737.79,19.33,3.4,58.09,37.86,75.9,1689,54.23,446.96,100.0,13,Good,31.43,0.31,0,0,0,36
2026-01-01 08:10:00,Rolling Mill,Air Compressor,B,73.61,5.98,14.29,403.11,19.39,4.41,62.85,4.49,80.46,2034,73.05,396.15,64.53,16,Due,37.23,0.37,0,0,0,33
2026-01-01 08:20:00,Continuous Casting,Hydraulic Pump,C,50.37,6.62,25.16,584.24,20.33,1.59,66.81,41.34,88.61,2311,61.59,664.19,39.76,20,Good,21.87,0.22,0,1,0,11
2026-01-01 08:30:00,Conveyor,Furnace Fan,A,79.42,8.27,54.16,507.77,20.12,3.98,49.32,52.44,79.61,1569,83.68,557.82,98.71,17,Due,55.34,0.55,0,1,0,47
2026-01-01 08:40:00,Power Plant,Conveyor Motor,C,79.87,5.91,36.17,446.2,20.03,2.46,47.36,35.51,76.66,1859,79.36,338.89,49.91,14,Good,38.48,0.38,0,0,0,26
2026-01-01 08:50:00,Compressor,Turbine,B,78.79,8.09,22.53,473.19,19.66,2.26,44.92,25.46,97.94,2030,75.36,495.87,84.55,20,Due,48.39,0.48,0,0,0,27
2026-01-01 09:00:00,Power Plant,Gearbox,B,71.48,11.88,38.62,539.18,20.78,4.34,44.3,33.16,96.5,1916,74.68,464.36,55.04,7,Due,45.2,0.45,0,0,0,17
2026-01-01 09:10:00,Conveyor,Furnace Fan,B,74.89,8.26,18.06,476.12,19.84,2.46,46.65,24.12,90.71,2166,89.97,556.68,52.54,7,Good,24.03,0.24,0,0,0,22
2026-01-01 09:20:00,BOF,Blower,C,72.67,10.98,72.94,565.49,19.25,5.03,33.69,25.26,67.51,1441,71.69,477.78,45.83,5,Due,60.26,0.6,0,0,0,34
2026-01-01 09:30:00,Continuous Casting,Gearbox,B,70.91,9.16,19.17,480.22,19.47,3.74,41.28,21.67,96.05,1919,79.14,369.32,81.84,20,Good,32.63,0.33,0,0,0,44
2026-01-01 09:40:00,Coke Oven,Blower,C,29.9,8.61,14.93,613.24,20.13,3.55,21.4,38.01,76.44,1935,35.67,364.85,69.69,12,Good,12.32,0.12,0,0,0,40
2026-01-01 09:50:00,Conveyor,Induction Motor,C,51.1,3.11,27.37,377.2,19.87,2.7,78.69,0.0,109.55,1372,55.79,286.07,63.31,9,Overdue,51.79,0.52,0,0,0,7
2026-01-01 10:00:00,Power Plant,Hydraulic Pump,B,48.42,8.52,17.97,460.72,19.35,2.68,78.89,23.19,106.68,1701,52.15,508.33,76.24,16,Overdue,50.86,0.51,0,0,0,27
2026-01-01 10:10:00,Boiler,Gearbox,A,64.6,9.21,15.83,273.21,19.65,3.04,70.34,19.86,101.11,1720,71.24,368.54,45.26,4,Due,36.76,0.37,0,0,0,33
2026-01-01 10:20:00,Boiler,Hydraulic Pump,B,58.35,11.64,33.55,340.93,20.38,3.02,65.87,25.35,98.44,1537,60.88,668.59,82.5,2,Good,28.69,0.29,0,0,0,20
2026-01-01 10:30:00,Coke Oven,Air Compressor,A,57.1,5.31,22.78,571.09,20.92,2.1,68.99,18.06,80.29,1452,60.73,524.35,100.0,3,Due,36.43,0.36,0,0,0,54
2026-01-01 10:40:00,BOF,Cooling Pump,C,67.37,9.84,34.75,484.29,19.69,0.95,52.53,29.92,85.63,1974,75.96,309.32,86.07,17,Good,27.13,0.27,0,0,0,8
2026-01-01 10:50:00,Sinter Plant,Induction Motor,B,65.64,6.45,48.4,607.64,20.12,3.68,45.73,12.83,93.43,1966,72.18,655.64,47.53,18,Overdue,56.53,0.57,0,0,0,57
2026-01-01 11:00:00,Coke Oven,Induction Motor,B,63.32,6.08,48.36,480.82,20.16,1.86,43.81,35.32,91.12,2090,70.63,282.44,93.18,20,Due,42.91,0.43,0,0,0,1
2026-01-01 11:10:00,Conveyor,Conveyor Motor,B,70.17,9.11,15.86,421.61,20.08,1.55,22.87,37.09,91.84,1570,79.41,490.94,71.38,11,Due,44.64,0.45,0,0,0,11
2026-01-01 11:20:00,Conveyor,Furnace Fan,B,58.03,4.9,41.95,643.23,19.91,3.56,43.57,14.72,70.97,1436,60.45,587.59,91.13,8,Due,35.92,0.36,0,0,0,46
2026-01-01 11:30:00,Compressor,Air Compressor,C,75.2,11.34,29.16,479.96,19.45,1.93,57.16,31.68,82.52,2012,89.8,561.88,75.8,19,Due,44.98,0.45,0,0,0,17
2026-01-01 11:40:00,Boiler,Turbine,B,65.23,11.19,42.65,488.63,19.81,1.82,83.85,20.4,89.84,1658,75.79,434.96,79.9,8,Good,44.09,0.44,0,0,0,19
2026-01-01 11:50:00,Boiler,Induction Motor,C,71.64,8.91,56.51,579.79,19.09,5.28,46.93,1.06,84.24,2242,72.54,744.0,74.34,15,Due,49.24,0.49,0,0,0,52
2026-01-01 12:00:00,Compressor,Induction Motor,C,87.85,8.41,56.76,581.6,20.13,2.81,51.15,13.93,92.55,1758,90.91,572.79,77.28,9,Good,49.15,0.49,0,0,0,57
2026-01-01 12:10:00,Compressor,Crane,B,100.07,8.65,17.09,408.81,19.17,3.65,61.13,48.55,86.93,2234,98.82,485.2,77.4,6,Due,56.59,0.57,0,1,0,36
2026-01-01 12:20:00,Coke Oven,Gearbox,C,88.7,8.91,40.09,423.61,20.55,3.62,43.97,19.08,86.97,2192,88.12,446.17,56.73,11,Due,52.91,0.53,0,0,0,51
2026-01-01 12:30:00,Coke Oven,Hydraulic Pump,B,63.14,8.95,0.0,483.88,20.01,2.25,51.99,58.54,84.82,1832,61.29,653.72,29.73,2,Good,25.3,0.25,0,1,0,42
2026-01-01 12:40:00,Rolling Mill,Furnace Fan,C,82.19,7.0,10.45,570.1,20.79,3.48,43.84,6.05,79.9,1766,86.43,383.36,84.78,2,Overdue,53.68,0.54,0,0,0,19
2026-01-01 12:50:00,Blast Furnace,Cooling Pump,B,88.49,6.29,18.91,597.58,20.47,2.86,64.91,5.33,88.24,1630,97.0,747.76,71.13,20,Good,39.63,0.4,0,0,0,28
2026-01-01 13:00:00,Blast Furnace,Induction Motor,A,48.89,9.53,2.05,479.64,20.44,1.26,76.32,50.1,81.91,1776,58.97,492.14,93.14,2,Overdue,29.15,0.29,0,1,0,47
2026-01-01 13:10:00,BOF,Air Compressor,B,57.97,7.22,24.18,423.37,20.23,3.13,73.64,12.48,81.59,1613,57.15,419.26,64.61,17,Overdue,47.23,0.47,0,0,0,1
2026-01-01 13:20:00,Boiler,Cooling Pump,B,62.59,5.36,5.61,460.71,20.31,2.23,58.28,24.59,71.92,2091,65.98,450.29,70.17,16,Overdue,42.03,0.42,0,0,0,55
2026-01-01 13:30:00,Conveyor,Crane,B,48.37,7.84,39.93,528.06,20.21,3.26,54.34,1.48,75.78,1880,52.3,719.39,57.18,9,Overdue,51.39,0.51,0,0,0,29
2026-01-01 13:40:00,Continuous Casting,Crane,C,67.7,5.72,41.5,754.3,19.81,4.88,53.76,8.68,75.94,2028,75.46,504.3,46.52,4,Due,43.39,0.43,0,0,0,60
2026-01-01 13:50:00,BOF,Crane,A,66.86,7.16,16.38,511.28,19.9,3.39,60.4,20.0,82.74,2266,72.72,513.24,62.86,3,Due,42.75,0.43,0,0,0,48
2026-01-01 14:00:00,Power Plant,Conveyor Motor,C,45.08,10.57,40.95,585.34,20.03,2.98,66.08,32.96,70.86,1956,56.91,676.91,67.98,12,Due,39.11,0.39,0,0,0,21
2026-01-01 14:10:00,Power Plant,Hydraulic Pump,B,54.84,6.87,19.13,493.04,20.4,3.3,49.79,25.51,81.37,2093,57.88,387.28,72.14,9,Good,22.47,0.22,0,0,0,60
2026-01-01 14:20:00,Coke Oven,Furnace Fan,A,74.87,10.5,19.34,440.76,19.74,2.82,60.9,0.0,70.49,1668,81.45,613.7,63.42,14,Good,33.68,0.34,0,0,0,9
2026-01-01 14:30:00,Conveyor,Gearbox,C,73.22,8.78,57.59,467.36,19.55,2.93,68.48,3.51,92.98,2097,83.19,280.82,49.54,12,Overdue,59.28,0.59,0,0,0,21
2026-01-01 14:40:00,Continuous Casting,Gearbox,A,64.09,8.17,30.72,537.53,20.19,2.37,41.83,11.32,95.61,1441,67.15,779.81,53.02,12,Overdue,47.02,0.47,0,0,0,27
2026-01-01 14:50:00,Coke Oven,Induction Motor,A,91.48,7.54,36.9,439.29,19.2,1.85,53.65,24.08,93.66,1472,90.96,440.29,53.58,9,Overdue,60.19,0.6,0,1,0,57
2026-01-01 15:00:00,Boiler,Turbine,A,109.56,8.05,40.4,593.31,20.24,3.92,46.17,22.23,78.64,1739,116.87,417.24,81.54,3,Overdue,74.23,0.74,0,1,0,23
2026-01-01 15:10:00,BOF,Conveyor Motor,B,80.91,4.41,21.55,556.59,19.83,3.13,42.51,10.76,97.43,1487,84.1,382.88,57.76,7,Good,33.74,0.34,0,0,0,26
2026-01-01 15:20:00,Blast Furnace,Crane,A,73.93,6.15,24.68,676.06,19.41,4.74,39.66,30.09,103.44,1605,76.87,330.67,97.3,16,Due,50.13,0.5,0,0,0,8
2026-01-01 15:30:00,Boiler,Cooling Pump,B,86.69,7.56,29.25,434.47,20.07,4.56,49.35,45.81,95.36,1703,90.28,639.08,90.31,16,Due,59.23,0.59,0,1,0,4
2026-01-01 15:40:00,Power Plant,Gearbox,B,76.93,10.46,14.08,436.76,20.23,3.49,71.82,34.09,87.5,2092,83.44,376.12,36.39,14,Due,40.28,0.4,0,0,0,14
2026-01-01 15:50:00,BOF,Hydraulic Pump,C,66.9,5.49,17.16,536.56,21.0,2.99,71.9,11.38,68.57,1544,72.51,488.1,54.28,6,Due,34.45,0.34,0,0,0,37
2026-01-01 16:00:00,Blast Furnace,Conveyor Motor,A,59.57,10.03,30.76,485.35,20.33,3.15,61.35,27.59,80.46,1928,60.6,457.46,55.68,7,Good,33.58,0.34,0,0,0,26
2026-01-01 16:10:00,Compressor,Blower,C,48.32,7.25,46.28,417.65,19.99,3.55,90.0,13.07,100.98,1476,51.13,447.87,59.78,12,Due,44.26,0.44,0,0,0,21
2026-01-01 16:20:00,Blast Furnace,Induction Motor,C,73.27,5.83,16.76,399.59,19.88,2.71,22.64,29.04,89.79,1619,73.23,482.56,42.22,19,Due,41.54,0.42,0,0,0,46
2026-01-01 16:30:00,Conveyor,Hydraulic Pump,C,75.04,7.02,34.37,538.83,20.46,3.58,61.53,9.4,89.03,1783,80.0,644.69,70.87,2,Overdue,50.87,0.51,0,0,0,28
2026-01-01 16:40:00,Coke Oven,Furnace Fan,B,56.99,10.22,33.07,407.31,20.01,2.54,65.52,39.79,60.07,1692,59.92,328.31,91.91,7,Good,26.0,0.26,0,0,0,41
2026-01-01 16:50:00,Sinter Plant,Air Compressor,C,45.6,6.77,14.81,721.0,20.16,6.09,41.48,0.0,62.49,1578,51.63,462.06,68.29,20,Good,19.26,0.19,0,0,0,51
2026-01-01 17:00:00,Sinter Plant,Furnace Fan,C,60.0,10.68,49.56,466.41,19.84,2.2,51.28,0.33,94.47,1682,57.87,511.64,72.88,7,Good,31.98,0.32,0,0,0,5
2026-01-01 17:10:00,Rolling Mill,Gearbox,C,50.47,6.96,36.43,555.13,20.34,3.72,37.43,38.02,94.92,1163,52.23,570.59,57.71,14,Overdue,51.86,0.52,0,0,0,21
2026-01-01 17:20:00,Rolling Mill,Air Compressor,B,51.63,9.73,33.34,462.7,20.74,4.14,45.24,22.51,97.26,1261,56.54,610.49,97.39,4,Due,38.76,0.39,0,0,0,16
2026-01-01 17:30:00,Coke Oven,Furnace Fan,A,64.13,9.98,37.18,633.99,20.23,2.43,47.61,35.27,86.55,1629,67.56,511.54,69.21,15,Overdue,40.01,0.4,0,0,0,2
2026-01-01 17:40:00,Compressor,Gearbox,A,86.23,6.71,50.37,599.27,20.84,3.54,68.82,19.53,56.85,1652,87.99,456.47,57.16,2,Overdue,65.41,0.65,0,0,0,4
2026-01-01 17:50:00,Boiler,Induction Motor,B,68.81,7.73,33.9,543.57,19.79,2.33,55.79,12.97,73.82,1633,82.28,501.31,60.12,16,Overdue,53.14,0.53,0,0,0,22
2026-01-01 18:00:00,Sinter Plant,Crane,B,52.91,8.2,14.81,513.79,20.26,3.97,25.72,2.26,95.58,1713,52.4,622.78,97.61,9,Good,24.11,0.24,0,0,0,38
2026-01-01 18:10:00,Power Plant,Induction Motor,A,71.9,9.27,21.1,705.82,20.6,3.87,48.0,8.28,83.46,1894,77.51,547.73,75.85,9,Overdue,52.29,0.52,0,0,0,53
2026-01-01 18:20:00,Boiler,Turbine,B,67.25,7.38,41.95,425.66,20.45,3.13,31.77,0.0,120.78,2101,70.37,564.2,64.33,17,Due,51.83,0.52,0,0,0,12
2026-01-01 18:30:00,Compressor,Air Compressor,A,54.8,10.44,49.52,487.99,20.63,2.34,48.86,4.05,72.42,2335,57.35,207.18,99.26,14,Good,27.23,0.27,0,0,0,39
2026-01-01 18:40:00,Continuous Casting,Turbine,B,79.98,9.82,42.36,587.86,20.0,4.01,45.97,4.31,88.23,2167,88.02,491.49,88.07,20,Overdue,58.17,0.58,0,0,0,4
2026-01-01 18:50:00,Conveyor,Furnace Fan,B,91.09,6.18,39.94,596.77,19.51,3.31,37.05,22.56,82.19,2361,96.79,517.02,100.0,7,Overdue,64.68,0.65,0,1,0,39
2026-01-01 19:00:00,Coke Oven,Conveyor Motor,B,88.73,9.22,33.22,587.48,20.35,1.81,60.11,46.77,79.04,1713,95.08,440.23,74.99,19,Good,36.58,0.37,0,1,0,27
2026-01-01 19:10:00,Boiler,Gearbox,B,75.15,4.42,23.52,690.55,19.93,2.43,58.43,18.22,68.84,1652,78.34,386.86,73.52,20,Overdue,50.67,0.51,0,0,0,2
2026-01-01 19:20:00,BOF,Furnace Fan,A,43.29,9.63,39.38,537.58,19.19,3.52,33.7,32.85,70.47,2075,54.83,382.3,61.69,19,Good,32.28,0.32,0,0,0,49
2026-01-01 19:30:00,Coke Oven,Turbine,A,86.39,8.12,43.12,607.81,20.44,6.04,71.56,30.09,93.48,2038,86.52,475.88,78.52,2,Overdue,69.26,0.69,0,0,0,53
2026-01-01 19:40:00,Continuous Casting,Crane,B,33.52,8.6,30.94,398.42,20.6,1.29,72.45,21.26,93.91,1706,39.71,832.17,100.0,13,Overdue,34.16,0.34,0,0,0,36
2026-01-01 19:50:00,Sinter Plant,Air Compressor,B,93.9,9.44,52.6,466.35,20.03,0.95,45.53,20.86,84.22,2162,99.89,497.82,83.6,13,Good,42.99,0.43,0,1,0,59
2026-01-01 20:00:00,BOF,Air Compressor,C,31.91,7.37,29.63,481.92,19.87,2.8,48.39,0.0,71.63,1780,44.14,263.34,78.33,4,Good,15.88,0.16,0,0,0,8
2026-01-01 20:10:00,Continuous Casting,Furnace Fan,A,77.48,9.01,46.81,543.35,20.39,1.47,48.91,25.52,82.2,2020,79.33,614.52,61.17,10,Good,34.91,0.35,0,0,0,29
2026-01-01 20:20:00,BOF,Hydraulic Pump,C,83.05,6.49,19.5,430.99,20.07,2.37,58.36,48.09,89.37,2016,93.61,509.87,94.06,19,Due,41.28,0.41,0,1,0,5
2026-01-01 20:30:00,Rolling Mill,Air Compressor,B,83.67,7.09,21.85,574.13,20.42,2.31,32.92,30.89,75.22,2420,87.6,679.94,76.8,19,Good,38.8,0.39,0,0,0,14
2026-01-01 20:40:00,Coke Oven,Hydraulic Pump,C,64.62,10.37,26.35,443.98,19.19,5.24,75.63,10.51,84.76,1951,67.56,366.03,79.97,12,Good,37.95,0.38,0,0,0,1
2026-01-01 20:50:00,Blast Furnace,Hydraulic Pump,B,89.57,6.82,24.24,414.31,20.04,1.62,49.66,30.66,81.37,2506,98.27,493.88,58.68,16,Overdue,58.14,0.58,0,0,0,25
2026-01-01 21:00:00,Coke Oven,Hydraulic Pump,B,82.7,6.5,41.44,472.27,20.12,3.02,36.65,32.02,93.8,1245,89.96,482.79,55.25,20,Overdue,60.56,0.61,0,0,0,2
2026-01-01 21:10:00,Boiler,Crane,C,67.87,9.83,35.65,496.25,19.12,5.67,47.32,24.02,72.91,1717,72.58,546.16,59.63,14,Overdue,56.02,0.56,0,0,0,6
2026-01-01 21:20:00,BOF,Induction Motor,A,75.56,11.09,48.06,450.78,20.16,4.72,90.0,34.67,78.91,1463,81.42,449.41,87.29,5,Good,34.92,0.35,0,0,0,8
2026-01-01 21:30:00,Power Plant,Crane,B,71.38,8.76,24.43,292.57,21.0,4.14,48.36,9.15,97.05,1678,77.21,329.42,71.61,2,Overdue,51.25,0.51,0,0,0,45
2026-01-01 21:40:00,Blast Furnace,Crane,B,80.01,6.8,22.84,552.43,19.66,2.01,39.83,7.37,74.29,1361,85.4,550.66,92.02,4,Good,29.32,0.29,0,0,0,2
2026-01-01 21:50:00,Continuous Casting,Conveyor Motor,B,56.46,9.38,19.59,440.45,20.49,2.81,46.29,36.27,82.44,1352,53.64,534.6,76.12,14,Good,18.5,0.19,0,0,0,35
2026-01-01 22:00:00,Conveyor,Gearbox,A,54.52,5.02,29.22,355.38,19.33,1.56,42.98,32.38,81.86,2087,52.84,505.23,83.02,16,Good,21.29,0.21,0,0,0,48
2026-01-01 22:10:00,Sinter Plant,Air Compressor,A,73.77,7.43,27.75,674.49,19.73,3.41,64.47,12.49,74.37,2491,74.04,630.48,73.49,3,Good,34.18,0.34,0,0,0,55
2026-01-01 22:20:00,Sinter Plant,Cooling Pump,C,85.54,11.03,33.48,515.25,20.48,3.07,64.99,32.42,98.62,1706,84.26,480.09,77.53,10,Overdue,70.16,0.7,0,0,0,8
2026-01-01 22:30:00,Blast Furnace,Turbine,C,80.41,7.83,33.09,571.61,19.89,3.0,67.7,52.46,74.06,1126,79.79,564.77,100.0,8,Overdue,58.67,0.59,0,1,0,3
